2026-04-27 17:41:22 | INFO | a_stock | 日志初始化完成：run_id=20260427_174122, log_dir=logs, reject_file=logs/rejects_20260427_174122.csv, raw_bad_rows_file=logs/raw_bad_rows_20260427_174122.jsonl
2026-04-27 17:41:22 | INFO | a_stock | run_scan 启动
2026-04-27 17:41:25 | INFO | a_stock | 使用股票池缓存：909 只
2026-04-27 17:41:25 | WARNING | a_stock | 板块过滤失败：cannot import name 'filter_universe_by_strong_sector' from 'core.sector' (/Users/liujunying/Downloads/project/my-first/core/sector.py)
2026-04-27 17:41:25 | WARNING | a_stock | 周线过滤失败：cannot import name 'filter_by_weekly_trend' from 'core.weekly' (/Users/liujunying/Downloads/project/my-first/core/weekly.py)
2026-04-27 17:41:25 | INFO | a_stock | 扫描阶段只读本地 stock_daily 缓存，不远程拉历史K
2026-04-27 17:41:25 | INFO | a_stock | reject 300308 score_too_low score=58
2026-04-27 17:41:26 | INFO | a_stock | reject 300502 score_too_low score=47
2026-04-27 17:41:26 | INFO | a_stock | reject 300750 score_too_low score=62
2026-04-27 17:41:26 | INFO | a_stock | reject 300394 score_too_low score=0
2026-04-27 17:41:26 | INFO | a_stock | reject 300476 score_too_low score=60
2026-04-27 17:41:27 | INFO | a_stock | reject 002384 score_too_low score=55
2026-04-27 17:41:27 | INFO | a_stock | reject 601138 score_too_low score=67
2026-04-27 17:41:27 | INFO | a_stock | reject 603986 score_too_low score=0
2026-04-27 17:41:27 | INFO | a_stock | reject 300274 score_too_low score=0
2026-04-27 17:41:28 | INFO | a_stock | reject 688256 score_too_low score=0
2026-04-27 17:41:28 | INFO | a_stock | reject 000988 score_too_low score=0
2026-04-27 17:41:28 | INFO | a_stock | reject 688525 score_too_low score=52
2026-04-27 17:41:28 | INFO | a_stock | reject 601899 score_too_low score=0
2026-04-27 17:41:29 | INFO | a_stock | reject 300058 score_too_low score=0
2026-04-27 17:41:29 | INFO | a_stock | reject 001309 score_too_low score=58
2026-04-27 17:41:29 | INFO | a_stock | reject 002281 score_too_low score=65
2026-04-27 17:41:29 | INFO | a_stock | reject 002460 score_too_low score=61
2026-04-27 17:41:30 | INFO | a_stock | reject 601869 score_too_low score=61
2026-04-27 17:41:30 | INFO | a_stock | reject 300136 score_too_low score=0
2026-04-27 17:41:30 | INFO | a_stock | reject 600105 score_too_low score=53
2026-04-27 17:41:30 | INFO | a_stock | reject 688041 score_too_low score=0
2026-04-27 17:41:31 | INFO | a_stock | reject 600522 score_too_low score=64
2026-04-27 17:41:31 | INFO | a_stock | reject 688008 score_too_low score=0
2026-04-27 17:41:31 | INFO | a_stock | reject 002428 score_too_low score=56
2026-04-27 17:41:31 | INFO | a_stock | reject 688521 score_too_low score=0
2026-04-27 17:41:31 | INFO | a_stock | reject 002361 score_too_low score=0
2026-04-27 17:41:32 | INFO | a_stock | reject 002837 score_too_low score=37
