2026-05-04 22:30:00 | INFO | a_stock | 日志初始化完成：run_id=20260504_223000, log_dir=logs, reject_file=logs/rejects_20260504_223000.csv, raw_bad_rows_file=logs/raw_bad_rows_20260504_223000.jsonl
2026-05-04 22:30:00 | INFO | a_stock | run_scan 启动
2026-05-04 22:30:00 | INFO | a_stock | 历史K优化候选池：300 只（实时有效 + 按成交额排序 + 未缓存）
2026-05-04 22:30:00 | INFO | a_stock | 开始优化历史K缓存：候选=300 daily_limit=300
2026-05-04 22:30:01 | DEBUG | a_stock | 历史K源无效 code=688808 source=sina_history rows=5
2026-05-04 22:30:03 | DEBUG | a_stock | 历史K源无效 code=688808 source=efinance rows=5
2026-05-04 22:30:04 | DEBUG | a_stock | 历史K源无效 code=688808 source=tencent rows=0
2026-05-04 22:30:04 | INFO | a_stock | [reject] 688808 no_kline_data 历史K为空或不足250根 source=failed
2026-05-04 22:30:04 | DEBUG | a_stock | 历史K源无效 code=688820 source=sina_history rows=8
2026-05-04 22:30:05 | DEBUG | a_stock | 历史K源无效 code=688820 source=efinance rows=8
2026-05-04 22:30:07 | DEBUG | a_stock | 历史K源无效 code=688820 source=tencent rows=0
2026-05-04 22:30:07 | INFO | a_stock | [reject] 688820 no_kline_data 历史K为空或不足250根 source=failed
2026-05-04 22:30:07 | DEBUG | a_stock | 历史K源无效 code=688802 source=sina_history rows=88
2026-05-04 22:30:07 | DEBUG | a_stock | 历史K源无效 code=688802 source=efinance rows=88
2026-05-04 22:30:09 | DEBUG | a_stock | 历史K源无效 code=688802 source=tencent rows=0
2026-05-04 22:30:09 | INFO | a_stock | [reject] 688802 no_kline_data 历史K为空或不足250根 source=failed
2026-05-04 22:30:09 | DEBUG | a_stock | 历史K源无效 code=688795 source=sina_history rows=96
2026-05-04 22:30:09 | DEBUG | a_stock | 历史K源无效 code=688795 source=efinance rows=96
2026-05-04 22:30:10 | DEBUG | a_stock | 历史K源无效 code=688795 source=tencent rows=0
2026-05-04 22:30:10 | INFO | a_stock | [reject] 688795 no_kline_data 历史K为空或不足250根 source=failed
2026-05-04 22:30:11 | DEBUG | a_stock | 历史K源无效 code=301666 source=sina_history rows=11
