2026-04-30 14:20:06 | INFO | a_stock | 日志初始化完成：run_id=20260430_142006, log_dir=logs, reject_file=logs/rejects_20260430_142006.csv, raw_bad_rows_file=logs/raw_bad_rows_20260430_142006.jsonl
2026-04-30 14:20:06 | INFO | a_stock | run_scan 启动
2026-04-30 14:20:12 | INFO | a_stock | 使用股票池缓存：1463 只
2026-04-30 14:20:13 | WARNING | a_stock | 板块过滤失败：filter_universe_by_strong_sector() got an unexpected keyword argument 'market_state'
2026-04-30 14:20:13 | WARNING | a_stock | 周线过滤失败：filter_by_weekly_trend() got an unexpected keyword argument 'strict'
2026-04-30 14:20:16 | INFO | a_stock | 实时行情刷新结果：请求=73 成功=73 成功率=100.00% fresh=73 stale=0 最新=2026-04-30 14:20:12
2026-04-30 14:20:17 | INFO | a_stock | reject 300750 score_too_low score=69
2026-04-30 14:20:22 | INFO | a_stock | reject 300870 score_too_low score=66
2026-04-30 14:20:22 | INFO | a_stock | reject 000155 score_too_low score=64
2026-04-30 14:20:25 | INFO | a_stock | reject 688025 score_too_low score=69
2026-04-30 14:20:27 | INFO | a_stock | reject 002487 score_too_low score=66
2026-04-30 14:20:29 | INFO | a_stock | reject 300184 score_too_low score=59
2026-04-30 14:20:29 | INFO | a_stock | reject 002497 score_too_low score=69
2026-04-30 14:20:30 | INFO | a_stock | reject 600641 score_too_low score=69
2026-04-30 14:20:31 | INFO | a_stock | reject 600152 score_too_low score=64
2026-04-30 14:20:35 | INFO | a_stock | reject 301219 score_too_low score=67
2026-04-30 14:20:36 | INFO | a_stock | reject 301200 score_too_low score=62
2026-04-30 14:20:36 | INFO | a_stock | reject 301392 score_too_low score=66
2026-04-30 14:20:37 | INFO | a_stock | reject 300769 score_too_low score=65
2026-04-30 14:20:40 | INFO | a_stock | reject 300057 score_too_low score=68
2026-04-30 14:20:43 | INFO | a_stock | reject 301246 score_too_low score=65
2026-04-30 14:20:46 | INFO | a_stock | reject 605366 score_too_low score=63
2026-04-30 14:20:46 | INFO | a_stock | reject 603315 score_too_low score=63
2026-04-30 14:20:49 | INFO | a_stock | reject 600791 score_too_low score=60
2026-04-30 14:20:52 | INFO | a_stock | reject 688633 score_too_low score=66
2026-04-30 14:20:52 | INFO | a_stock | 扫描报告：universe=73 processed=73 skipped=19 candidates=54
