2026-04-29 21:09:13 | INFO | a_stock | 日志初始化完成：run_id=20260429_210913, log_dir=logs, reject_file=logs/rejects_20260429_210913.csv, raw_bad_rows_file=logs/raw_bad_rows_20260429_210913.jsonl
2026-04-29 21:09:13 | INFO | a_stock | run_scan 启动
2026-04-29 21:09:14 | INFO | a_stock | 使用股票池缓存：1463 只
2026-04-29 21:09:14 | WARNING | a_stock | 板块过滤失败：cannot import name 'filter_universe_by_strong_sector' from 'core.sector' (/Users/liujunying/Downloads/project/my-first/core/sector.py)
2026-04-29 21:09:14 | WARNING | a_stock | 周线过滤失败：cannot import name 'filter_by_weekly_trend' from 'core.weekly' (/Users/liujunying/Downloads/project/my-first/core/weekly.py)
2026-04-29 21:09:15 | INFO | a_stock | 实时行情刷新结果：请求=56 成功=56 成功率=100.00% fresh=56 stale=0 最新=2026-04-29 15:35:45
2026-04-29 21:09:15 | INFO | a_stock | reject 603083 score_too_low score=66
2026-04-29 21:09:15 | INFO | a_stock | reject 600183 score_too_low score=67
2026-04-29 21:09:15 | INFO | a_stock | reject 300054 score_too_low score=67
2026-04-29 21:09:16 | INFO | a_stock | reject 301358 score_too_low score=69
2026-04-29 21:09:16 | INFO | a_stock | reject 002245 score_too_low score=69
2026-04-29 21:09:16 | INFO | a_stock | reject 600641 score_too_low score=66
2026-04-29 21:09:16 | INFO | a_stock | reject 300657 score_too_low score=69
2026-04-29 21:09:16 | INFO | a_stock | reject 688180 score_too_low score=67
2026-04-29 21:09:16 | INFO | a_stock | reject 603118 score_too_low score=63
2026-04-29 21:09:16 | INFO | a_stock | reject 301392 score_too_low score=66
2026-04-29 21:09:16 | INFO | a_stock | reject 603890 score_too_low score=63
2026-04-29 21:09:16 | INFO | a_stock | reject 301188 score_too_low score=63
2026-04-29 21:09:16 | INFO | a_stock | reject 000628 score_too_low score=63
2026-04-29 21:09:16 | INFO | a_stock | reject 301626 score_too_low score=64
2026-04-29 21:09:16 | INFO | a_stock | reject 688485 score_too_low score=69
2026-04-29 21:09:16 | INFO | a_stock | reject 002468 score_too_low score=67
2026-04-29 21:09:16 | INFO | a_stock | reject 301389 score_too_low score=69
2026-04-29 21:09:16 | INFO | a_stock | reject 301099 score_too_low score=67
2026-04-29 21:09:16 | INFO | a_stock | reject 002042 score_too_low score=64
2026-04-29 21:09:16 | INFO | a_stock | reject 003026 score_too_low score=63
2026-04-29 21:09:16 | INFO | a_stock | reject 603336 score_too_low score=67
2026-04-29 21:09:16 | INFO | a_stock | 扫描报告：universe=56 processed=56 skipped=21 candidates=35
