date,open,close,high,low,volume
2024-03-29,223.09,219.33,225.0,217.66,632786.0
2024-04-01,220.57,224.68,224.71,208.5,1422394.0
2024-04-02,223.08,228.66,229.89,222.5,649829.0
2024-04-03,226.91,217.0,227.3,216.17,715351.0
2024-04-08,216.17,214.51,220.5,211.02,609857.0
2024-04-09,214.0,217.2,217.6,211.25,454166.0
2024-04-10,217.2,211.5,217.78,211.2,456306.0
2024-04-11,211.5,208.0,212.53,202.93,1275423.0
2024-04-12,208.0,203.6,209.38,203.5,332965.0
2024-04-15,203.96,208.99,212.44,201.78,627150.0
2024-04-16,205.3,191.36,211.75,190.0,1374001.0
2024-04-17,191.42,198.21,200.71,191.42,1169928.0
2024-04-18,197.86,194.09,198.3,191.0,651335.0
2024-04-19,192.5,187.0,193.39,185.09,1053407.0
2024-04-22,187.93,192.6,194.99,184.16,810506.0
2024-04-23,193.99,194.93,198.47,186.6,873874.0
2024-04-24,192.52,194.02,196.0,191.58,362372.0
2024-04-25,192.8,197.8,201.55,192.28,975638.0
2024-04-26,198.4,192.86,200.0,192.0,1387263.0
2024-04-29,193.16,206.98,209.59,190.31,1453017.0
2024-04-30,202.85,198.71,204.86,198.0,1226777.0
2024-05-06,202.95,209.47,211.6,202.95,1356796.0
2024-05-07,210.9,217.58,219.0,208.51,1391569.0
2024-05-08,218.51,211.78,218.99,210.2,673926.0
2024-05-09,212.7,219.23,223.9,208.1,1110087.0
2024-05-10,219.79,209.99,221.0,208.02,1214591.0
2024-05-13,208.78,213.27,214.64,198.9,1521520.0
2024-05-14,211.99,207.5,215.6,206.54,1218065.0
2024-05-15,206.22,204.01,210.7,202.6,960702.0
2024-05-16,206.0,200.09,206.0,199.2,1109709.0
2024-05-17,200.0,201.91,202.8,196.71,920798.0
2024-05-20,202.03,204.98,205.88,199.03,600261.0
2024-05-21,204.96,196.9,204.96,195.57,761069.0
2024-05-22,196.66,192.8,198.0,189.34,863749.0
2024-05-23,193.01,190.14,193.47,189.1,940764.0
2024-05-24,188.7,186.5,191.27,184.68,856311.0
2024-05-27,185.53,179.59,187.28,177.24,1219665.0
2024-05-28,180.59,178.51,180.59,173.0,1243239.0
2024-05-29,177.08,172.01,179.48,171.54,862997.0
2024-05-30,171.0,171.92,174.87,170.31,529642.0
2024-05-31,171.92,170.25,174.48,170.25,1245873.0
2024-06-03,169.07,168.94,173.8,166.36,974903.0
