date,open,close,high,low,volume
2024-03-29,153.1,153.51,155.02,152.56,88348.0
2024-04-01,154.5,157.28,158.56,154.5,177262.0
2024-04-02,157.0,155.5,157.18,154.86,114101.0
2024-04-03,155.9,154.6,156.97,153.3,98261.0
2024-04-08,152.0,147.29,152.0,147.05,270007.0
2024-04-09,146.5,146.48,148.21,145.68,130397.0
2024-04-10,146.2,143.12,146.5,142.14,171676.0
2024-04-11,142.6,142.34,142.66,140.6,159943.0
2024-04-12,142.0,140.49,143.45,140.1,134073.0
2024-04-15,140.6,147.32,147.98,140.06,254292.0
2024-04-16,146.6,144.97,147.16,144.31,135678.0
2024-04-17,144.53,145.3,145.54,143.8,137023.0
2024-04-18,144.07,144.98,146.78,143.3,152453.0
2024-04-19,143.98,142.9,144.5,141.99,127262.0
2024-04-22,142.9,144.56,146.48,142.9,140366.0
2024-04-23,144.0,147.03,147.49,143.97,171712.0
2024-04-24,147.93,148.98,149.2,146.0,142251.0
2024-04-25,148.5,148.98,149.35,147.02,100776.0
2024-04-26,149.2,152.25,152.7,149.2,179462.0
2024-04-29,151.0,151.75,156.56,150.01,275385.0
2024-04-30,152.3,150.43,153.49,150.43,155296.0
2024-05-06,153.44,155.01,158.33,153.4,316796.0
2024-05-07,155.0,155.94,156.42,153.55,145500.0
2024-05-08,155.98,155.0,156.32,154.35,101074.0
2024-05-09,154.33,154.84,155.69,153.73,113275.0
2024-05-10,155.0,154.43,155.89,152.8,102514.0
2024-05-13,152.8,151.1,152.98,150.27,172628.0
2024-05-14,151.1,151.34,151.85,150.03,113455.0
2024-05-15,151.33,151.37,151.83,150.5,78428.0
2024-05-16,151.7,154.05,155.08,150.71,149376.0
2024-05-17,154.0,156.41,156.43,153.21,161843.0
2024-05-20,156.4,157.3,159.8,156.4,193736.0
2024-05-21,156.8,156.54,157.18,155.09,88037.0
2024-05-22,156.01,155.12,156.41,154.27,108478.0
2024-05-23,155.0,153.6,155.97,153.32,89889.0
2024-05-24,152.86,151.15,153.13,151.0,112039.0
2024-05-27,151.14,151.58,152.3,150.58,101567.0
2024-05-28,151.6,150.03,151.94,150.0,103874.0
2024-05-29,150.05,149.21,150.99,148.86,91024.0
2024-05-30,148.95,146.26,148.95,145.91,161111.0
2024-05-31,146.9,146.7,147.99,146.6,131412.0
2024-06-03,146.89,145.98,147.25,144.65,140930.0
2024-06-04,145.98,147.78,148.1,145.5,103021.0
2024-06-05,147.72,145.76,148.0,145.65,111148.0
2024-06-06,146.01,144.9,146.62,144.06,127309.0
2024-06-07,145.5,142.34,145.55,141.9,158693.0
2024-06-11,141.4,138.48,141.4,138.0,206655.0
